,index,Sentence,labels
1345,705," Werde ab morgen mit der mit eiweiß anfangen, das mach ich momentan noch garnicht.",2
5468,2697,Mein tägliches Schwimmen ist durch mein hohes Gewicht begrenzt.,0
4415,2651,Ich esse gerne an besonderen Tagen.,0
1309,858," Heute tun mir die Schenkel weh, aber meine restlichen 600 Muskeln haben sich nicht mehr gemeldet, so dass ich am Montag wieder ins Studio gehe.",2
1357,1875,man kann sich auch mit 1500 und 2000 Kalorien nahrhaft und gut ernähren...,0
5962,1860,Ich kann es nicht mehr tolerieren.,0
3360,4557, Jetzt muss ich die Notbremse wieder ziehen.,0
7673,2524,Ich habe meine eigene Skala bestellt.,1
8520,2497,"Genuss hängt nicht von der Quantität ab, sondern von der Befriedigung des Schluckens.",0
7607,2228,"Ich esse nur, wenn ich das böse Männchen unter Kontrolle habe und es für das gute Männchen schwer ist, durchzukommen.",0
6858,4104,"Ich will nicht aufgeben, aber ich will rein.",0
106,1926, da weiss ich das ich es nie so in mein leben einfliessen könnte.,0
941,3521," Schwimmen gehe ich noch täglich, das war es aber schon.",1
2616,1505,"  Das Problem ist nämlich auch,wenn ich morgens soviel Brot esse, dann bekomme ich erst am späten Nachmittag wieder Hunger.",0
2325,2609, ich werde es so versuchen.,2
1999,4614," Erst als ich mir selbst geholfen habe mit der OP, ging es aufwärts, und jetzt, seit ich das wirklich weiß, warum es immer so war, bin ich leichter.",1
1299,1591,"  Auch ganz selbstverständlich ist es geworden,das ich nach einem Wochenende wie diesem ( Kuchen Ente ect.",1
8396,910,Ich würde gerne auf 67 kommen.,0
6324,2566,"Mir gehen die Sachen schnell aus, wenn ich einkaufen gehe, aber es hilft mir.",1
7449,623,"Es ist wichtig, in den Zeiten der Mahlzeiten so konsistent zu sein, wie es in Sport oder anderen Aktivitäten ist.",0
7602,864,"Die Quantität ist nur eines der Dinge, auf die sie sich bezieht.",0
1138,316,   und daran könnte ich mich auch zu Hause halten.,0
8570,3612,"Ich habe die Fähigkeit, das zu tun.",0
8114,3579,"Ich machte einen ""Schnitt"" im Februar wegen der großen Probleme, die ich mit dem Anstieg hatte.",1
2409,2811,"  Ich kann mich sehr glücklich schätzen ich bin überaus beweglich und hoffe, dass das so bleibt.",0
5410,3930,Dank der Aktivitäten habe ich Gewicht verloren und nie die Anforderung überschritten.,1
3484,2664, Ich bin bequem geworden.,0
4569,3525,"Es geht gut, wenn es um Gewicht zu verlieren.",0
3439,219, Ich denke ich bin zur Zeit wieder auf dem richtigen weg.,0
3496,1076,"manchmal habe ich das Gefühl satt zu sein, aber nicht so satt, dass nix mehr rein gehen würde, bzw ich aufhören müsste zu essen.",0
3367,2480," Momentan geht es mir darum wirklich soooo unendlich schlecht, ich kann mich zu nichts aufraffen.",0
5221,1731,"Ich wusste erst vor ein paar Jahren, dass mir etwas fehlt.",0
2910,2540," dann ist  mir alles egal auch wenn ich weiss, dass ich mir selber schade ( wer  weiss-ist vielleicht auch eine form von autoaggressiven verhalten  *grübel*)   @Ramona.",0
6672,1406,Ich habe letzte Woche nicht Football gespielt.,1
7926,37,"Sie ist anfällig dafür, der Öffentlichkeit ""gegenwärtig"" zu sein.",0
8486,1743,Etwas muss sich ändern.,0
3083,1395,Ich muß es nur TUN.,0
1968,1182,"  Auch wenn ich mich nicht verrückt mache mit dem Wiegen täglich, so hilft es mir doch die Marschroute für den jeweiligen Tag festzulegen, im Moment habe ich zum Teil extreme Abnahmen von bis zu 2 Kilo am Tag, habe ich solch einen Tag auf der Waage lasse ich es etwas ruhiger angehen und gönn mir mal nen Eis oder nen Schokoriegel !!!",1
1488,4344,  So starte ich wieder mit dem Intervall-Fasten 18/6.,2
3909,1205,"Wenn ich darüber nachgedacht hätte, hätte ich unter 105 Pfund liegen können.",0
6216,3740,Er verlor 13 Pfund im Februar letzten Jahres.,1
8744,2659,"Ich konnte Fahrrad fahren und andere Geräte auf meinem Sitz bedienen, wann immer ich wollte.",0
8504,2614,Ich gehe in zwei Wochen dorthin zurück und diese beiden Sitzungen waren im Voraus geplant.,2
8930,466,"Ich hatte einen ""frischen Tag "" gestern, dass ich aufgeschrieben hatte, was ich für eine normale Ernährung essen wollte.",0
7245,3615,Teilweise habe ich es zusammengestellt.,1
9654,1962,"Wenn ich es schaffe, versuche ich es.",0
1714,1264, naja seither mache ich ein metabolik programm.,1
5256,1538,Wie oft willst du es dir selbst beweisen?,0
796,3016," aber 4 Wochen nach der OP und 6 Wochen nach start Flüssigphase sind somit 25,3 Kilo weg    ",0
393,4230," Wo ein Wille ist, ist auch irgendwie ein Weg, andere allein erziehende mit Vollzeitjob haben das auch geschafft.",0
512,4644," Oder wenn ich arbeite und abends noch zu einem Spieleabend gehe, dann kann ich dazwischen auch nichts anderes zusätzlich machen.",0
295,2461,   Ich bin ja diejenige die Mainz an dieser Studie teilnimmt.,1
8112,694,Ich wollte immer noch das elliptische Gerät benutzen.,1
5222,1731,"Vor zwei Jahren erkannte ich, dass mir etwas fehlte.",0
5041,2869,"Wenn du etwas aufgegeben hast, ist es nicht so schwer, wieder auf Kurs zu kommen.",0
7592,658,Der Slogan ist gemacht.,0
1178,3863, Ich will es auch ohne weiteren Klinikaufenthalt schaffen.,0
4039,4525,"Die Uhu flog um die Jahreswende weg, also kann ich ihn nicht wieder erwischen.",0
6175,2811,"Ich bin extrem mobil und hoffe, dass das so weitergeht.",0
1724,200,das kann man ändern...,0
2820,2984, Habe jetzt mal 5 Tage durchgehalten mit meiner Diät.,1
632,2737, Für mich gab es Quark mit frischen Aprikosen und es hat mir gemundet.,1
5418,1023,Dann hat er daran gearbeitet.,1
5359,1777,"Ich werde alles tun, um mein Kind von mir fernzuhalten.",2
6199,1941,Es gibt externe Links in diesem Beispiel.,1
9217,4501,"Ich glaube, ich bin an einem guten Ort.",0
8204,2284,"Wir hatten WW bereits über ein Jahr hinter uns und haben auch Gewicht verloren, aber wir wollen eine gesunde Beziehung mit dem Essen zu bekommen und keine Sorge darüber.",0
1334,322," Weil ich in dieser verflixten Kohlehydratfalle hänge und es bis jetzt nicht geschafft habe, mich daraus zu befreien!",0
9356,2398,Die Bewegung ist nicht für mich da.,1
9473,1354,Die Hamburger wurden sehr schnell in den Müll geworfen.,1
3459,155," Oder bei Einladungen, Festtagen usw hab ich immer alles genossen und mir auch mal viel zuviel gegönnt um dann am nächsten Tag wieder ""brav"" zu sein.",1
7858,3392,"Es wird einige Zeit dauern, aber es wird sein.",0
3536,1718,  ABER ich war das erste mal seid wochen mal wieder draußen um mich zu bewegen und es hat soooo gut getan.,1
3171,637,"und eigentlich, wenn man es so sieht, wäre die Hälfte des Gewichts was ich abnehmen wollte somit weg...",0
4239,4493,"Ich trinke viel Wasser, weil es so heiß ist.",1
4302,2881,"Ich weiß nicht, was ich vermisse...",0
5071,3299,"Man lernt, was drin ist.",0
8577,4316,"Nach Rücksprache mit dem Psychiater und dem Vorgesetzten war ich in der Lage, 6 Pfund ohne Operation in 8 Wochen zu verlieren.",1
2285,2991,  Beim Einkaufen hab ich die wenigsten Probleme.,0
7455,425,"Ich denke, ich würde lieber aufhören zu simsen, sonst ""Texte"" werde ich dich auch tun, aber ich traue mich nicht.",1
2695,4310," Wenn es nicht bewilligt wird, werde ich schauen, dass ich nur noch ca 800-1000 Kcal zu mir nehme und dadurch auf normalem Wege abnehme.",2
2689,2627," Und wenn ich keinen habe, habe ich auch keine Lust zu essen.",0
2896,179," Morgen hat meine Tochter Geburtstag, da werde ich auf jeden Fall Kuchen schlemmen - das gönne ich mir einfach.",2
9327,2182,"Ich bin mir meiner Situation bewusst, mein Magen scheint groß, und das ist, wo das Problem liegt, ich weiß, was es ist.",0
3396,1092,"    ich glaube nicht, dass ich eine 1000 kal Diät schaffen würde ;)",0
1422,3994, Ich werde also erstmal von 2000 kcal Bedarf pro Tag ausgehen um somit meine Abnahme pro Woche grob berechnen zu können.,2
579,184," Das fällt mir bis jetzt schwerer als das Dinner Cancelling    Liebe Grüße, Conny   ",0
9238,3489,"Es funktioniert für mich, aber ich weiß es nicht.",0
5327,3966,"Da ich heute und morgen keine Termine habe, mache ich zu Hause einen Gemüseteller.",2
4115,1349,Ich werde morgen nach einer Woche der Enthaltung ein Baby zur Welt bringen.,2
1530,1604,"  So viele haben schwierigkeiten,soviele nehmen danach wieder zu.",0
5529,2375,"Es ist fast ein großes Abenteuer, aber wer weiß?",0
9439,4105,Die große Version meines Kühlschranks hängt noch nicht.,1
9761,3230,Ich esse gern laut.,1
4390,3288,"Ich fütterte mich vegetarisch und hörte mir an, was mein Körper wollte.",1
4325,2314,"Ich bin mir sicher, dass es mir gut geht.",0
8760,3366,"Kaffee und Mineralwasser sind die einzigen Getränke, die Sie haben können.",1
8250,3025,Das Schweineohr hat mich verfolgt.,1
3897,3345,Jedes Jahr habe ich an der Ultimo abgenommen.,1
8382,3490,"Ich hoffe, es ändert sich nicht.",0
8346,4529,"Wir sind stark genug, es zu tun.",0
3681,4684," Ich weiß nicht genau, was da der Inhalt ist, aber ich dachte, ich könnte sie mal anfragen.",2
2598,4582,"  Jetzt heisst es natürlich erstmal das ""neue"" Gewicht halten und dann weiter daran arbeiten, dass es runter geht.",2
6439,972,"Wenn ich mein Gewicht aufrechterhalten, brauche ich keine weitere Operation, zumindest in Bezug auf mein Gewicht Entwicklung.",0
9296,989,"Ich bin froh, dass es immer noch viele Leute gibt, die dasselbe sehen wie ich.",0
6878,937,"Ich glaube, es ist möglich, zu Weihnachten eine UHU zu werden.",0
1876,4679, Nur mit dem Essen klappt es immer noch nicht so richtig.,0
1631,36," Beim Schwimmen im Bad sind Sprüche, nicht nur von Kindern, durchaus vorkommend.",0
5447,16,"Es ist nicht möglich, Hypnose zu verhindern, es sei denn, Sie gehen zurück.",0
4813,4632,"Ich habe auf der Suche nach einem langen Weg, um meine Ernährung in Einklang zu bringen und nicht haben, um Vorschriften zu folgen.",1
8948,1986,"Die Psychologen sagten mir vor 11 Monaten, dass es kein guter Ort für eine Therapie sei.",1
4232,340,Es gibt nur eine kleine Menge an Unterschieden.,0
3955,1141,"Ich trank über einen Liter Wasser und einen Liter Eistee aus Natreen, aber das ist nicht optimal.",1
1183,818,viel frustriert...,0
4443,2503,"Ich las, dass Haare ausfallen, wenn sie schon lange operiert wurden, und andere Dinge.",0
6347,3584,"Letzte Nacht trug ich wieder meinen Ehering, weil er wieder passte, nachdem ich die 90 geknackt hatte, aber ich weiß nicht warum.",0
6806,2174,Ich kämpfe seit sechs Monaten.,0
8877,1651,"Ich hoffe, dass ich diesen Weg fortsetzen kann.",0
1100,2459, Hab mich selber beruhigt und abgelenkt.,1
3759,1053, Tja und was die Ursachen betrifft: Essen ist der Ersatz für eigentlich alles in meinem Leben.,0
4660,262,"Der Zustand wird besser, wenn ich wieder fit werde.",0
6173,1142,Ich habe es für die Arbeit von morgen gemacht.,1
9339,2312,"Ich konnte nicht 100 Meter laufen, hatte hohen Blutdruck, Diabetes, gebrochene Knie, gebrochenen Rückenblutdruck ist normal, und mein Asthma ist seit der Operation nicht aufgetreten, jetzt geht mein Gewicht ab, und ich bin zuversichtlich, meine Knochen unter Kontrolle zu bekommen.",0
7798,1582,Ich weiß es auch nicht.,0
385,1497," Aber im Kopf war,Ist ja nur Gemüse....",0
8681,1885,"Gestern war das erste Mal, dass ich Gewicht verloren habe, aber ich habe es schon viele Male zuvor gesehen, so dass ich weiterhin Gewicht zu verlieren.",0
3731,1307,"   Und das ist haltd er Punkt vor dem ich steh es gibt so viele Angebote/möglichkeiten, aber ich weiß nich wo/wie ich anfangen soll, desegen hab cihe infach mal die im ersten Posting drei benannten Sachen in den Raum gestellt.",0
2289,513,"  Ich esse morgens 1 Schale Müsli und ein Brötchen mit Käse, zwischendurch meistens ein bisschen Obst (jetzt lecker Erdbeeren oder Kirschen), Mittags auch noch mal Kohlenhydrate (Kartoffeln, Nudeln, Reis) mit Gemüse, etwas Fleisch oder Fisch.",1
4792,3997,"Da ich keine Lust zu essen habe, werde ich jeden Tag Kalorien zählen, um den Überblick zu behalten und die Liste genau zu halten.",2
9421,4043,Es wird eine Menge Salat und eine Schnitzerei eines Pulets geben.,2
3612,1828, also tu ich ab heute wieder.,2
7786,2160,"Es ist falsch, in dieser Situation Süßigkeiten zu schnappen.",0
914,2305, Juli auch ein Erstgespräch bei einem Adipositas-Chirurgen (Schönklinik Fürth).,2
2824,2369," Über Stock, Stein und einige Bäume, immer wieder hoch und runter.",1
1064,4259, Da mache ich lieber ab sofort Theraband-Übungen.,2
4429,1674,Es gibt einen Drang zu handeln.,0
9308,3162,"Sie weiß, dass ich eine Operation beantrage und erwartet, dass es schwierig wird.",0
3915,2089,"Um mein Leben zu ändern, wählte ich von Anfang an den Weg.",1
6313,3524,Ich habe kürzlich ein anderes Zentrum angerufen.,1
1582,4698, Ich habe die Woche bin ich der Meinung mal einigermaßen vernüftig gegessen.,1
6385,3775,"Es beginnt am Abend, obwohl ich weniger gegessen am Tag zuvor.",0
570,1524,"  So,morgen gehe ich zum Frühschwimmen.",2
9175,3833,"Es ist unmöglich, Sport mit einem Fußlift Parese zu spielen.",0
3480,469," und alleine schaffe ich es nicht, denn ich bin ja die Verdrängungs-Akrobatin..",0
5685,605,Ich will nicht aufgeben.,2
5515,261,Ich wollte mit dem Sport anfangen.,2
5171,32,Ich muss umgezogen werden.,0
6821,993,"Auch wenn ich gerne mehr essen, gibt es nichts zwischen meinen 3 festen Mahlzeiten, auch wenn ich wollte.",1
7690,1071,Ich habe jede zweite Stunde gegessen.,1
3276,2632, Ich habe auch noch an einem Online-Programm meiner Krankenkasse teilgenommen hinterher.,1
5935,3631,"Ich mochte die Rezepte so sehr, dass ich sie täglich für mehrere Wochen gekocht.",1
989,3980," Alles zu Fuss - könnte den Bus nehmen für eine Station, aber das  kann ich auch sehr gut mit dem Rollator laufen.",2
5517,2227,"Als ich herausfand, dass ich es jemandem bald sagen musste, war ich glücklich.",0
507,509," Früher war es schlimm, der Kühlschrank war mein bester Freund ;) Nun seit paar Wochen funktioniert es auch ohne… den Kühlschrank   Heute werde ich definitiv KH essen müssen, da mein Körper hat seine Speicher schon verbraucht ;)   HUCH….",1
9763,1497,Es war nur Gemüse.,0
8029,3778,"Es ist schwierig, kleine Mengen als einzelne kochen.",0
2491,2832, Gestern habe ich einen Käsekuchen gebacken und der musste weg.,1
8652,2383,"Ich begann eine Therapie, die mir half.",1
247,535, Da wurde bei mir Diabetes festgestellt und mir ging es körperlich sehr schlecht.,0
9103,503,"Dieses Mal wird mein Körper wissen, warum er es langsam braucht.",0
473,4110," Erlebtes, Erwünschtes usw  Und ich rufe mir immer wieder in den Kopf wie ich mich jetzt fühlen würde wenn ich nachgeben würde.",1
6564,3017,In den letzten drei Wochen hatte ich zwei Fersenspuren.,0
4404,4309,Machen Sie mich auf die Folgen der Operation aufmerksam.,1
2887,536, Nach dem Klinikaufenthalt machte ich noch eine Verhaltenstherapie.,1
8732,2648,Ich stehe wieder da und bin verzweifelt.,0
5723,738,"Ich habe eine Bedingung, in der ich so viel essen kann, wie ich will.",0
8916,3380,"Mein nächstes Ziel ist es, die 104 Kilogramm-Marke zu erreichen, dann die 50 Kilogramm-Marke, und so weiter.",0
520,765,"  ahhhh hilfe, durch den Urlaub und alles stolz 5 kg wieder zugenommen  also voll schlimm wie man das auch so langsam mit der vollen Intensität merkt und alles, ""früher"" waren mir ja sogar 10 kg mehr oder weniger egal.",0
4324,2296,"Es wird geschätzt, wie viel Nahrung wir konsumieren, wenn wir essen gehen.",1
8323,4294,"Ich bin nicht in der Lage, eine Entscheidung ohne das Gespräch in der 2. zu treffen.",0
3418,3418," Es ist hart, aber ich versuche es weiter ohne OP zu schaffen.",2
744,1281,"  Dazu bin ich in eine SHG gegangen, um mich mit Gleichgesinnten auszutauschen und persönliche Erfahrungen und Tips zu erhalten.",1
7044,1350,"Ich werde meine Ziele ändern müssen, wenn ich wieder erhöht habe.",2
906,3611," Fahre ich dann zum Schwimmen um 6 Uhr, mache ich Übungen im Hallenbad.",1
4432,3014,"Ab Montag sind wir wieder auf Kurs, keine Ifs und Buts.",2
8232,948,Sie können eine Menge von Aufläufen und Obstsalate zu machen.,0
184,1628," Als ich anfing im Juni,hab ich noch gedacht, oh man welch weiter Weg, und jetzt hab ich schon so viel geschafft.",0
8730,2951,Ich will 65 Pfund verlieren.,0
1158,4066,  Zwischendurch wanderten noch schön 3 oder 4 Knoppers-Riegel hinterher ().,1
7996,3791,"Ich glaube, es ist ein Problem mit mir, dass ich mich nicht mehr verbieten will.",0
6186,2282,Der WW war zu hoch für uns.,0
7412,3277,"Der Beginn einer neuen gesunden Ernährung ist etwas, das ich gerne zu tun.",0
7487,2828,Ich habe viel Arbeit delegiert und mir Zeit zum Kochen genommen.,2
8711,679,Es sollte weiter gehen.,0
8066,4297,"Es war das erste Interview, das starten würde.",0
1635,4296," Sammle aber weiter Pro und Contra für meine Liste, nehme ich dann mit zum Gespräch.",1
5859,2704,"Ich versuche, mich hier mehr zu konzentrieren.",1
4379,1865,Ich nähre mich nur für 4 Tage.,1
7902,3757,"Essen beruhigt sich sehr schnell, es ist eine Belohnung für die Mühe.",0
8741,1017,"Es ist einfacher, den Bastard in Schach zu halten, jetzt, wo er ein Kampf ist.",0
1419,2351," ich tröste mich damit, dass ich mit 151kg auch nicht mehr unbedingt den wunderschönen Anblick abgegeben habe...",0
6973,469,"Ich muss es alleine machen, weil ich der Vertreibungs-Akrobat bin.",0
3127,4000," Vielleicht das perfekte Zeichen, heute direkt durchzustarten!",0
2643,2159," Aber ich grübel jetzt auch schon eine Zeit über die Worte von Dir nach und ich muss sagen, dass es Tage gibt, an denen ich mich schwer zusammen reißen kann und ich merke, dass ich eigentlich den ganzen Tag rund um mich zu essen könnte...",0
