,index,Sentence,labels
1121,444,"  Was mir so durch den Kopf geht ist, dass ich trotz meines hohen Gewichts jetzt selbstbewusster auftrete.",0
1487,652, Eigentlich muss ich mehr aufpassen als je in meinem Leben.,0
3370,866, Ich habe massiven Eisen- und Ferritinmangel und kann mich zu nichts aufraffen ...,0
2998,3693, Nicht schon wieder!,0
258,480," die schwindenden Kilos sollten Nebensache sein, denn das sind nur Symptome, die Ursache sitzt meistens wo anders,......",0
2676,275,"   Dein Bericht macht auch mir ganz viel Mut, daß es möglich ist, um eine OP herumzukommen.",0
4157,2052,Ich habe das getan...,0
2769,208,"   So 2 - 3 Tage die Woche hab ich jeweils nur Gemüse und Eiweiss gegessen und die KH ganz weggelassen, das hat mir immer sehr Schub in der Abnahme gegeben und liess mich auch gut durchhalten.",1
4655,1520,Es gibt kein Gerede mehr.,2
914,2305, Juli auch ein Erstgespräch bei einem Adipositas-Chirurgen (Schönklinik Fürth).,2
2222,261,   Nächste Woche wollte ich aber mit dem Sport-Programm anfangen.,2
295,2461,   Ich bin ja diejenige die Mainz an dieser Studie teilnimmt.,1
1495,2443,"   Ich mache es auch aus dem Grund, um eventuell nochmal eine stationäre Therapie in Angriff zu nehmen.",0
3812,1930,Ich mache das schon lange.,0
1544,20," Das mit dem Magenband oder auch dem Bypass ist schon eine gute Hilfe, wobei ich persönlich jedoch meine, Essen sollte Genußsache bleiben und wenn so einiges einfach nicht rutscht bzw wieder rauskommt (beim Band) ist es bei mir mit dem Genuß vorbei.",0
828,1081, Und dann natürlich wieder das schlechte Gewissen  :( Ich habe riesen Agressionen gegen mich selbst.,0
1330,4247," Meine Waage zeigte heute Morgen eine Zahl an, mit der ich nicht leben will.",0
1731,3559," Ich kann keinen Quark mehr sehen und wollte einfach mehr Geschmack, aber keine Kalorien.",1
4316,2305,Externe Links sind auf der offiziellen Website aufgeführt.,2
4954,3658,Laut Computer ist mein Grundumsatz gesunken.,0
2085,630," Juli zum ersten Mal blocken, denn auch bei mir hat es wieder klick gemacht.",0
116,2327,") und 18,5 % meines gesamten Körpergewichts.",0
3785,950,"Es wäre besser gewesen, wenn der Hurensohn nicht gewesen wäre.",0
1684,2941, Zur Zeit habe ich eine richtige Abneigung gegen Fleisch und Wurst.,0
624,1948, Die Begleitet mich seit der 30 kg zunahme dauernd.,0
545,2875,  So ist das schleichend immer mehr geworden bis ich dann letztes Jahr mal auf die Waage stieg und dachte au Backe   Da habe ich dann auch auf alles verzichtet und das erste mal 16 Kilo abgenommen.,1
5640,2501,Es wurde schon mal gemacht.,0
3042,431,"   ich versuche nicht umsonst abzunehmen, und dazu gehört für mich auch das Wissen, wie was wieso und überhaupt funktioniert, wo landen die Fette, Eiweiß..",2
107,3278," Da ich gerne koche, macht es auch Spaß, ganz neue Kombinationen auszuprobieren.",0
579,184," Das fällt mir bis jetzt schwerer als das Dinner Cancelling    Liebe Grüße, Conny   ",0
429,2367,   Gestern wollte ich es wissen...,1
4962,3658,Der Grundumsatz ist gesunken.,0
4116,2033,Es gibt keine Aktivität wegen der Gesundheit.,0
2146,1861,"  nächste woche fang ich wieder an  mit schwimmen, um der sache ein bißchen auf die sprünge zu helfen.",2
1518,2409, werde wohl doch Dick sterben  Ich bin soweit gekommen es soll wohl nicht sein aber so könnte ich nicht weiter machen es geht nicht  machts gut ich drücke allen die Daumen das sie ihr Ziel erreichen ich schaff es leider nicht,0
2380,2393,Es wird immer schwerer den Dicken Hintern zu bewegen .,0
318,448,danach nur mageres fleisch und gemüse werd das ab morgen mal testen und dann immer mittags kochen...,2
795,4621," Aber Suchtverhalten findet seinen Weg, bei mir eben über die Nahrung.",0
3296,1585," So langsam merke ich auch,das sich bestimmte Dinge einnisten in meinem Denken.",0
5457,3696,"Dank ihr, mach weiter.",0
3746,2094," ich esse nicht viel, habe keine fressatacken und auch sonst gibt es bei mir eher wenig naschereien.",1
4179,2714,Ich bin ohne Op on the Off.,1
2753,2354," ich habe für das Projekt Abnahme 2 Jahre reserviert, habe 1/4 um und 1/3 geschafft - ich bin positiv optimistisch, dass es so weiter gehen könnte.",0
3762,459,  Andererseits: IRGENDWAS muss ich langsam tun  :338:.,0
3424,1879,"  hmm,ich weiß nicht wie das sein kann,da ich die letzte zeit wirklich viel zu viel und viel zu falsch gegessen habe,aber egal,wir wollen ja nicht meckern.",1
2072,3715,"    Inzwischen schaffe ich es doch öfters, auf dem Liege-Ergometer zu radeln.",0
5504,4721,Es kam alles vom selben Ort.,0
3810,1860,Ich kann es nicht länger tolerieren.,0
5417,102,"Es ist schön, einen neuen zu haben.",0
3758,859,"  So, heute habe ich eine leckere Gemüsepfanne von WW gemacht mit Zuchini, Auberginen, Paprika und Tomaten sowie Reis und Fisch.",1
2075,853,Durch viele Geburtstage und Einschulung des Patenkindes gab es in der letzte zeit viel zu essen was nicht so auf meinem speiseplan steht sonst....,1
5732,220,Mir ist auch im Sport sehr kalt.,1
3933,1009,888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-270-6611 888-270-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611-6611-6611 888-270-6611-6611-888-270-66-66-66-6611-66-868-,0
3844,5,Es will nicht mit mir sterben.,0
151,2678, Genau davor graut es mir.,0
5218,1704,Die Ergebnisse bezogen sich auf einen Anfall.,1
2845,132, Ich kann doch nicht immer doppelt kochen.,0
3149,1390,"  Später am Abend so um zehn rum,esse ich dann noch einen natur joghurt mit etwas selbstgemachter marmelade.",1
2219,3853,) nur in recht kleinen Mengen geniessen.,1
4835,4451,"Ich bin wieder zurück, um zu essen und zu trinken.",1
1307,599," Ich schwitze dann frier ich gleich wieder, fühle mich total erschöpft und denke die ganze Zeit nur ans essen.",0
1165,4535, Es fehlt mir für fast alles die Motivation und den berühmten Tritt in den Allerwertesten.,0
4237,722,Ich konnte die Finger nicht am halben Tisch lassen.,1
3150,3854, Damit gehts für mich am schmerzlosesten.,0
5380,4242,Ich muss es beenden.,0
2899,1102," Wo bei ich mich doch weites gehend an die Mengenvorgaben halte die ich von der Ernährungsberatung bekommen habe manchmal fühle ich dann doch noch Hunger, bis zum eintreten des Sättigungsgefühls sofern ich denn das überhaupt noch wahrnehme.",1
5116,4699,Ich vermehre mich.,0
1649,2456," denn letztendlich weiss ich ja zum größten teil, wo die probleme liegen.",0
4716,2350,"Das kaufe ich gern, aber es gefällt mir nicht.",0
1899,1412,"       Einen freien Weg,einen bei dem nur ich im Mittelpunkt stehe.",0
4168,1191,Ungesunder Zucker...,1
5188,4309,Machen Sie mir das Verfahren bekannt.,1
1381,2135, Ich versuche es jetzt mal mit einer Verhaltenstherapie und einem Psychologen.,2
1890,3525,  Derzeit läuft es soweit gut mit dem Abnehmen.,0
758,4008," Sobald ich das Gefühl bekomme, ich müsste auf etwas verzichten, ist die Diät vorbei...",0
3007,3196,so würde ich gerne aussehen....,0
3885,2910,"Ich wusste nicht, was ich denken sollte.",0
1369,786, Es geht nun alles sehr schleppend vorran..,0
5087,479,Abnehmen ist nicht mit Gewalt getan.,0
3456,2126," So müssen wir das auch mit dem essen wieder ""Neu"" lernen.",0
1391,1703, also abgebrochen und erleichterung empfunden    ansonsten bin ich durch ein tieferes tal gegangen.,1
3143,3056,    Nicht für viel Geld würde ich da noch mal hingehen.,2
1873,887,"  Habe letztes Jahr eine Ern-Beratung gemacht und dabei meine Ernährung komplett umgestellt: es gibt jetzt nur noch VK-Brot, VK-Nudeln, keine Fertiggerichte mehr, versuche das Glutamat aus meiner Küche zu verbannen und- ganz ganz wichtig- ich esse jetzt regelmäßig und trinke mind 2 ltr Wasser am Tag.",1
506,4338, Zum Glück bin ich eine Kämpferin.,0
1265,687," Für diese Zeit bei meinem Ausgangsgewicht vielleicht etwas wenig, aber ich esse im Schnitt ja um die 12,3 Kalorien und von daher bin ich zufrieden.",0
1188,1206,das macht einen dann doch etwas traurig;),0
1022,2948, Ab Dienstag ist es vorbei mit der Hitze hier und da wäre Fahrradfahren wieder möglich.,0
2244,922," Ich weiß derzeit nicht mehr, was ich machen soll.",0
599,4392," Nur muss man das dann auch regelmäßig üben, das wird wieder die Krux daran sein...",0
3325,2630, Ich habe mich auch selbst lange Zeit belogen.,1
2804,4018," Geburtstag unter einer Essstörung, zuerst Magersucht, dann Bulimie und jetzt eben Adipositas.",0
3290,2391,"es werden ausreden gesucht zu nass zu kalt keine Zeit,Aber wenn man mal überlegt wie viel Zeit damit vergeuden zum Kühlschrank zu laufen oder uns den Kopf zerbrechen was man alles wieder rein gestopft hat Das schlechte gewissen wieder schwach geworden zu sein.",0
1135,2343, Po und Oberschenkel sind kaum geschrumpft.,0
5003,617,Es war sehr komfortabel.,0
1961,4519," Und ich ""sehne"" mich nach einem schlanken Körper.",0
2023,808,Aber für mich geht es darum das essen irgendwann mal einen nebensächliche sache sein wird.,0
3333,3953," Muss einfach mehr trinken, anstatt zu essen.",0
2540,3625," Es ist so viel schwieriger dabei zu bleiben wenn die Abnahme stockt, oder eine Zunahme das Wochenergebnis ist.",0
240,4071," und trotzdem wanderten Cannelloni um Cannelloni über den Nachmittag verteilt in meinen Magen, bis am Ende alles leer war ().",1
110,37," Es verunsichert bereits, sich der Öffentlichkeit zu „präsentieren“.",0
2707,1750, Tomatensaft mit 2 Teelöfel Leinöl und Spritzer Zitrone.,1
1851,4408," Als starke Frau sehe ich mich, weil ich ausser dem Abnehmen meine Ziele alle umgesetzt habe.",0
3532,2529,  Ich gebe zu ich trau dem Frieden nicht.,0
550,3010,  Ich lasse immer mehr Bewegung in mein Leben :)  Statt in der Firma zu telefonieren laufe ich...,1
1425,3919,"  Einfach immer in Bewegung bleiben, das ist mein grosses Ziel.",2
84,4027,"  Ich bin auch jemand, die gerne mal mehr isst, als nötig und daran bin ich jetzt am Arbeiten.",1
2144,1887, Das werd ich auch versuchen!,2
1949,1630," Ich merke,das ich jetzt langsam ruhiger werde mit dem gedanken,na wie lange halte ich wohl durch?",0
5646,4297,Das erste Interview geht los.,0
3321,1226,wieder an der Diät anzu knüpfen.....,0
4439,1521,"Geh weg, geh weg.",2
2797,550,"  Pizza esse ich auch noch, aber halt anders.",1
1449,689,"  ich hatte heute meinen ersten Fitnesstag, habe vor ne Woche mich angemeldet, und seit heute bin ich wieder Mitglied in einem Studio wo ich schon mal 34 Kilos gelassen habe.",1
4838,177,Ich konnte den ersten Satz auf der Skala verfolgen.,0
1264,2088,) Deshalb brauche ich keine Tage mit Vollreduktion auf 500kal.,0
4514,3987,"Das ist der beste Weg, bis jetzt zu fahren.",0
5730,220,Mir ist auch im Sport sehr kalt.,1
1170,3943, ) - im Idealfall eiweißreich und gesund.,2
1319,993," Das was sich grundlegend geändert hat, sind meine 3 festen Mahlzeiten und dazwischen gibt es nichts und kleinere Portionen, auch wenn ich gerne noch mehr essen würde.",1
778,4128,")   Ich habe meine Ernährung auf Ketogen umgestellt (75% Fett, 20% Eiweiß, 5% Kohlenhydrate), und halte mich an das 16/8 Untervallfasten (in meinem Fall esse ich zwischen 12 und 20 Uhr 2 Mahlzeiten).",1
3666,1839,"  morgen zusammen,  ich hab nicht gegessen....",1
41,4651," Auf mein Gefühl kann ich mich noch nicht verlassen beim Einschätzen, wie viele Kalorien ich schon gegessen habe an einem Tag.",0
1944,274," Du machst mir wirklich Mut, nicht aufzugeben und immer weiter zu kämpfen, auch wenn es manchmal schwer fällt.",0
362,75," denn im moment bin ich wirklich am zweifeln, ob ich wirklich soweit bin.",0
4109,4393,"Ich bin sehr schwer zu bedienen und nicht bereit, dies zu tun.",0
4618,2419,"Ich entschied mit meinem Mann, dass wir nicht auf die Hüfte kamen, weil wir nicht das hatten, was wir im Haus brauchten.",2
5074,3330,"Hast du eine fette Schürze an, weißt du das?",0
2567,1704,ergebnis: fressanfall.,1
2093,4506, das wäre schon in 37 Tagen und ich dümpel bei 114kg rum..,0
3452,2478, Auch bei meiner Krankenkasse habe ich schon mehrfach nachgefragt.,1
3806,4596,"Es ist das Einzige, was für mich funktioniert und es ist am besten, wenn ich mich bewegen muss.",1
297,260,"   Ich weiß, daß das alles mit der Diät zu tun hat, daß ich ganz viel trinken muß und vor allem, daß ich die auch genau auf die Mahlzeiten achten muß, darüber habe ich mit der Ern-Beraterin schon gesprochen.",1
1807,682,Bis dahin ist es noch ein harter und steiniger weg..,0
4906,2880,Ich bin sehr begeistert.,0
4622,4047,Ich schreibe einen Roman.,2
762,2782, Zum ersten Mal spüre ich mein Gewicht richtig und mag mich nicht viel bewegen.,0
2535,3734, dazu kommt das ich nächste Woche eine große bds bekomme und diese op durch ziehen möchte .,0
745,4352," Es geht also in die richtige Richtung, vor 11 Wochen hatte ich noch 113 Kilos.",0
2140,2043,"  Ich habe mir eine ganze tüte voll süßigkeiten gekauft,einfach weil ich dachte ich brauch das.",1
4724,3284,Ein nordischer Mensch geht.,1
643,4280,"  Anstatt ""das wird schwer"" nur noch ""das wird nicht leicht"".",2
3495,594,  na wenigstens ist die Schussel Schocko-Flakes von gestern somit weg...,1
756,3201,darum hab ich mir kleine Ziele gesetzt um bei einem Ausrutscher das Ziel trotzdem noch erreichen zu können....,1
3640,810,Denn die gedanken ums essen habe ich jetzt auch  und das ständig und andauernd.....,0
451,3347,  Und diesen Weg gehe ich konsequent weiter!,2
220,3426," ist es nicht toll, die überraschten Gesichter zu sehen, wenn du Leute triffst, die dich lange nicht gesehen haben....",0
773,1738,"     ist doch ein Grund mehr mitzumachen, und es als den neuen Motivationsstart zu nehmen....",0
2705,203,"  dass andere auch ihre Fehler haben, weiß ich im Prinzip auch - als ich noch Größe 40 hatte, hatte ich auch noch andere außer der damaligen Figur - aber jetzt bin ich so offensichtlich anders - nun lässt sich meine Unzufriedenheit mit mir eben auf dieses eine Problem bündeln...",0
4662,2723,Und hat gerade erst angefangen.,1
3293,681,aber erstmal 80 kg..,2
4024,1941,Es gibt Links zu externen Links.,1
4273,1662,Ich habe getrunken und durchgemacht.,1
3004,1117,"  (Weiß, dass das wohl nicht die beste Methode ist, aber ich werde versuchen, so lange es geht, durchzuhalten!",2
1225,3380,", das so etwas wieder geht       Mein nächstes Ziel ist es nun die 104 kg zu erreichen, dann sind es 50 kg die ich weniger mit mir rumschleppe.",0
3915,2740,Das ist dasselbe.,0
1163,3824," Seit ich 12 war, war ich auch immer mehr oder weniger depressiv, wobei es aber nie so schlimm war, dass ich deswegen in Behandlung war.",0
4966,3658,"Mein Grundumsatz ist gesunken, so der Computer.",0
1552,754,Es geht vorran....,0
191,3069," Es ist mehr das Gefühl: ""Boah, das war lecker und jetzt geht's mir gut.",0
1218,2821,  Immerhin war ich gestern morgen in aller Frühe schon beim Hautarzt.,1
4884,899,"Es fällt mir schwer, es zu mögen.",0
4650,1520,Kein Reden mehr...,2
5698,649,Ich verliere nichts trotz der Umgehungen.,0
609,4181, Momentan bin ich am Wasser trinken.,1
3373,3432, Mein nächstes Ziel ist tatsächlich schon der   UHU        ,0
3387,4191," Eigentlich ein Klacks, aber für mich schon fast ein langer Ausflug.",0
1968,1182,"  Auch wenn ich mich nicht verrückt mache mit dem Wiegen täglich, so hilft es mir doch die Marschroute für den jeweiligen Tag festzulegen, im Moment habe ich zum Teil extreme Abnahmen von bis zu 2 Kilo am Tag, habe ich solch einen Tag auf der Waage lasse ich es etwas ruhiger angehen und gönn mir mal nen Eis oder nen Schokoriegel !!!",1
1972,726,War sonst immer so konsequent gewesen (keine süssigkeiten etc)...,1
4132,2791,"Ich glaube nicht, dass etwas stimmt.",0
4016,2513,Das Ding gefällt mir nicht.,0
2236,3287, Schwimmen sowieso 5x in der Woche.,1
5627,2129,Tu das nicht.,1
3189,3424, Und ich bin gut zu mir und mag mich leiden.,1
3016,2869," Mit den Süßigkeiten sehe ich das ähnlich, wenn man es dann eine Weile geschafft hat darauf zu verzichten, fälllt es am Ende auch nicht mehr so schwer.",0
5239,3901,Ich kann nur auf der Achterbahn laufen.,0
3115,4146," Immerhin könnte das Ganze auch nach hinten los gehen und sie hätte am Ende gar keine Mutter mehr oder wären mit einer gesegnet, die kränker ist als vorher!",0
837,2708," Ins Fitness gehe ich nicht so oft, aber nicht wegen der Leute, die sind mir ziemlich egal.",1
457,3806, Mein innerer Kritiker hat mich wieder voll im Griff und schadet mir emotional sehr!!!,0
3843,2484,"Ich weiß nicht, wie man Essen teilt.",0
1632,3280," Mir geht es gut dabei und ich habe das Gefühl, endlich da angekommen zu sein, wo ich immer ankommen wollte.",0
3550,2985," Habs nicht über Herz gebracht sie weiter in der Kälte zu lassen, hab sie in den Ofen geschoben und genussvoll verdrückt.",1
5529,920,"Ich bin traurig, meine Freunde.",0
14,4161," Ich hab Angst vor Entscheidungen, die für immer sind.",0
2378,1379," du kriegst doch alles, warum klappt es bei anderen und bei dir nicht.",0
3352,3747, Sport hat mir auch sehr dabei geholfen.,1
5663,984,Ich bin wirklich gefahren.,0
2323,257,"   Mein Problem ist jetzt, daß ich mich schlapp und kaputt fühle, meine Arbeit im Haushalt sehr schwer schaffe, bereits 1 x wg Bronchitis Antibiotika nehmen mußte und die Harnsäure ist erhöht, sodaß ich dafür auch Medis einnehmen muß.",0
