,Sentence,labels
12818," Ich könnte mich von meiner besten Freundin dazu überreden lassen, noch etwas zu essen und so den Abend ausklingen zu lassen.",0
2437, Ich fühle mich nicht wohl.,0
4530, Ich will meine Ernährungsgewohnheiten ändern.,0
21712," Ich möchte gerne abnehmen, aber ich weiß nicht, wo ich anfangen soll.",1
23619, Ich muss meine Ernährung umstellen und mehr Sport treiben.,0
8532," Ich hoffe, dass ich mehr Energie habe und mein Körper sich besser fühlt.",0
15401," Mein Gewicht ist schon so lange ein Problem für mich, dass ich mir manchmal nicht mehr sicher bin, ob ich überhaupt noch mein wirkliches Gewicht kenne.",0
17301, Hallo!,0
21231," Ich möchte meinen Körper wieder so bewegen, dass ich mich auch in zehn Jahren noch fit fühle und keine Schmerzen habe.",2
23235, Hallo!,0
581," Ich möchte mein Gesundheitsverhalten verbessern, da ich mir darüber bewusst geworden bin, dass ich zu viel Gewicht habe und eine gesundheitliche Beeinträchtigung aufgrund von Adipositas habe.",2
25251," Was sind deine Gründe, an deiner Lebensweise zu arbeiten?",0
13954, Ich möchte eine Diät machen.,2
20629," App: Was ist das für ein Problem, dass du dir im Moment bewusst bist?",0
2556, Ich will mehr Selbstbewusstsein haben.,0
11700," Ich habe keine Zeit, mich um meine Gesundheit zu kümmern.",0
12466," Ich möchte meine Lebensqualität verbessern, um fit zu sein und gut auszusehen.",0
20014," Ich bin gesund, ich habe ein leckeres Essen und ich bin fit.",0
24973, Aber es ist nicht nur deine Entscheidung.,0
18538, Ich könnte einfach weniger essen.,0
11244, In 5 Jahren wäre ich wahrscheinlich immer noch dick.,0
725, Ich fühle mich aber nicht wirklich besser.,1
15508, Ich habe schon so viele Diäten gemacht und bisher hat es nicht geklappt.,0
5831," Ich möchte meine Ernährung umstellen, mich regelmäßig bewegen und mein Wohlbefinden steigern.",2
17320," Wie kann ich herausfinden, ob ich Erfolg haben werde, mich gesünder zu ernähren?",0
18035, Ich habe eine Zusammenarbeit mit Dir vereinbart.,0
4684, Ich würde gerne abnehmen.,0
9877, Hallo!,1
12659, Ich möchte ein paar Pfunde verlieren.,0
14802," Ich fühle mich belastet durch mein Gewicht, weil ich das Gefühl habe, dass ich nicht leben kann wie andere ",0
1420, Ich möchte schlanker und gesünder werden.,0
2360, Ich würde gerne abnehmen.,0
4184, Ich esse nicht mehr so viel.,1
2968, Ich möchte ein gesünderes Essverhalten entwickeln.,0
14684, Deshalb esse ich immer wieder etwas und denke mir dann: „Das ist ja nichts Schlimmes.,0
11750, Ich möchte einfach Gewicht verlieren.,0
20349," ICH: Das ist gut, denn ich kann dir helfen!",0
22130, Ich will gesünder leben.,0
2189, Ich habe schon so viel versucht und es wirkt einfach nicht.,0
1824, Ich könnte die Nahrungsmittel auf meinem Speiseplan verändern.,0
19595," Ich möchte einfach nicht mehr so viel essen, dass ich mich schlecht fühle und zunehme.",0
819, Ich habe versucht mein Essverhalten zu verändern.,1
7938, Ich bin ein ,0
21255, Ich möchte mich gesund ernähren und mehr Sport machen.,2
18175, Ich habe ein Fitnessprogramm.,1
7327," Ich versuche immer wieder es zu schaffen, aber nie gelingt es.",0
19884," Ich brauche eine App, die mir beim Abnehmen hilft.",0
24690, Ich möchte gesunde Lebensmittel kaufen.,0
1975," Ich habe schon viel versucht, aber die Diäten waren immer zu anstrengend.",0
4101," Ich kann mir selbst erlauben, meine Ziele zu erreichen.",0
18208," Ich habe versucht meine Ernährung umzustellen, aber es hat nicht funktioniert.",1
13008," Hmm, ich weiß nicht.",0
516," Ich verstehe nicht, was ich falsch mache.",0
13225, Ich will fit sein.,0
24899, Ich werde mein Essverhalten und mein Gewicht kontrollieren.,0
17087," Ich habe mich schon so oft versucht abzunehmen, aber es hat nie geklappt.",0
7770, Ich möchte abnehmen.,0
10411, Ich habe immer wieder in meinem Leben Diäten gemacht.,0
13550," Was wirst du tun, damit du weiterhin dein Gewicht im Griff hast?",2
298, Wie könntest du dies etablieren?,0
1113, Ich würde gerne abnehmen.,0
23534, Und keiner mag dich.,0
247," Ich würde am Wochenende mit meinen Freunden zum Essen gehen, aber ich würde nicht alles aufessen.",0
13945, Ich werde mich an eine gesündere Ernährung halten.,2
21595," Ich habe aufgehört, zu essen, wenn ich eigentlich schon satt bin.",1
9284, Ich werde mehr Sport treiben.,2
1391, Ich will einen starken Rücken und ein gutes Gefühl in den Beinen.,0
8370, Ich habe mehrmals auf der Internetseite der Firma Weight Watchers nach Neuigkeiten gesucht.,1
18889," Das ist es, was ich will.",0
10093, Ich würde mehr Energie haben und mich besser fühlen.,0
21953, Ich will mich also etwas gesünder ernähren.,0
971," Ich esse weniger, mache mehr Sport und schlafe auch mehr.",1
7220," Ich muss ein paar Pfunde abnehmen, um in meine Kleider passen zu können.",0
9196, Do you have a plan of what you will do so that you can better control your weight?,2
18675, Ich habe keine Probleme mit meinem Gewicht.,0
18310, Ich habe viel Sport gemacht und mich gesund ernährt.,1
2632, Chan School of Public Health veröffentlicht.,0
3446," Ja, ich bin bereit.",2
11268, Ich würde in 5 Jahren ein Problem haben.,0
17123," Ich weiß nicht, ob ich das schaffe.",0
16950," Oh ja, es gibt einige.",1
1334, Ich möchte mehr Energie und mehr Lebensfreude haben.,0
14507, Ich habe mehr Sport gemacht.,1
4814," Ich habe keine Lust, Sport zu treiben.",0
5594," Ich werde mir einige Tage Zeit nehmen, um über meine Essgewohnheiten nachzudenken.",2
11917, Ich werde einen Plan machen.,2
23143, Ich will mich endlich wieder wohl fühlen.,0
19486," Ich bin bereit aufzuhören zu essen, wenn ich satt bin.",0
12920, Wie könnten wir uns gegenseitig helfen?,0
8755," Was muss sich ändern, damit die Gewichtskontrolle besser klappt?",0
173, Ich werde immer dicker und dicker und wirke so unförmig.,0
2701, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
2022," Ich möchte schlanker werden, weil ich dann sicherlich besser aussehe.",0
5773," Ich werde eine Liste der Dinge erstellen, die mich davon abhalten, weniger zu essen und mehr Sport zu treiben.",2
8703," Mach Dir ein Bild davon, wie es um Dich bestellt ist.",0
1315," Ich wünsche mir einen schlanken, sportlichen Körper.",0
18039, Ich muss meine Denkweise hinsichtlich des Essens ändern.,0
24141," Ich habe versucht, mich an die Ernährungstabelle in meinem Buch zu halten.",1
1103, Ich will mehr Sport machen.,0
21257, Ich möchte meine Ernährung umstellen.,2
23505, Ich will nicht mehr so viel fernsehen.,0
14904," Ich fühle mich belastet, wenn ich nicht die Ergebnisse erziele, die ich mir vorgenommen habe.",0
7847," Ich möchte auch meine Essgewohnheiten ändern, aber es fällt mir schwer.",0
19868, Ich habe keine Ahnung wie ich das ändern kann.,0
16004, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
21232, Ich möchte meine Ernährung umstellen und auch mehr Sport machen.,2
14740, Bei mir ist es das Essen.,0
19931," Ich bin immer so beschäftigt und ich würde gerne mehr Sport treiben, aber ich muss zuerst meine Arbeitszeiten verändern.",0
12094, Ich bin Vegetarier geworden.,1
23791," Ich muss mehr Sport machen, und ich muss mich mehr konzentrieren.",0
13856, Wie kann ich dich unterstützen?,2
5759," Ich werde mir eine Liste machen, in der ich alle meine Ess-Situationen notiere.",2
2845, Ich bin schon sehr dick.,0
7441," Ich freue mich darauf, weniger zu wiegen, weil ich dann mehr Energie habe.",0
7737," Ich möchte gerne wissen, ob ich mein Essverhalten auch mit einem gesunden Lebensstil verbinden kann.",0
20194, Ich habe ein großes Herz.,0
19260," Ich habe auch versucht, mehr Sport zu treiben.",1
13247," Ich bin sehr aufgeregt, weil ich nicht mehr jeden Tag eine Diät machen muss.",0
8874, Ich muss mehr Sport treiben.,0
192, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
3606," Ich habe versucht, mehr Sport zu treiben.",2
4403, Ich habe mich nicht mehr so schnell satt gegessen.,1
20298, Ich möchte endlich mal einen Bauch haben.,0
15444, Ich habe einfach zu viel zugenommen.,0
13755, Ich bin ein bisschen verunsichert.,0
12451," Wie ich schon sagte, ich möchte meine Cholesterinwerte senken.",0
701," Meine letzte Diät hat mir gut gefallen, aber ich habe sie nicht durchgehalten.",1
3479," Ja, ich bin bereit.",2
3958, Ich kann jeden Tag Sport machen und mich gesund ernähren.,0
24122," Ich habe ein Ernährungstagebuch angelegt, in dem ich meine Ernährungsgewohnheiten festhalte.",1
11340, Ich würde mehr Zeit mit meiner Familie verbringen.,0
25323," Ich wollte, dass meine Familie sich besser fühlt.",0
21212, Dazu werde ich mich drei Mal pro Woche bewegen und die Ernährung umstellen.,2
11333," Ich würde weiterhin die gleichen Probleme haben, die ich jetzt habe, und ich hätte nicht den Mut, etwas daran zu ändern.",0
2444," Ich hasse es, wenn ich mich nicht in einem Kleid sehen kann.",0
9973, Ich habe mich an die Diät vom Bürgermeister gewöhnt.,1
22147, Ich möchte meine Lebensqualität steigern.,0
21554, Ich habe schon vieles versucht.,1
6590, Ich hatte viel Zeit und Energie für andere Dinge.,0
4445," Ich kaufe nur noch Lebensmittel, die ich auch essen kann.",1
8975, Hallo!,0
10434," Ich habe mir vorgenommen, mehr Sport zu machen.",0
14549, Ich habe mich gesünder ernährt und weniger gegessen.,1
16632," Ich habe Sport gemacht, bin gelaufen, habe geschwommen, habe viel Yoga gemacht und auch viel im Garten gearbeitet.",1
11302," Ich möchte gerne eine Familie haben, mit Kindern.",0
2422," Ich habe einige Fettpölsterchen, die ich gerne loswerden würde.",0
25859," Ich werde mir eine Liste von meinen Lieblingsessen machen, die ich essen darf.",2
21025, Und zwar täglich.,2
11953," Ich werde mir ein paar Tage Zeit nehmen, um mich darauf vorzubereiten.",2
91," Siri: Okay, ich helfe Dir dabei.",0
13939, Ich werde ein paar Schritte auf meinem Weg zu einem gesünderen Gewicht unternehmen.,2
15855," Was muss sich ändern, damit du mit der Gewichtskontrolle besser zurecht kommst und das Abnehmen dich weniger anstrengt?",0
22943," Was kann ich tun, damit diese Gründe für mich eine neue Wichtigkeit erlangen?",0
6548, Ich habe mein Gewicht in den letzten Jahren kontinuierlich reduziert.,1
21988, Ich will mein Gewicht reduzieren.,2
9787," Ich habe mich bemüht, meine Kalorienzahl zu reduzieren.",1
22987, Ich möchte meine Lebensqualität verbessern.,0
12499, Ich möchte wieder meinen Traummann finden.,0
7733, Ich werde mich sicherer fühlen.,0
14084, Ich habe mir schon lange vorgenommen ein paar Kilos abzunehmen.,1
2440, Ich möchte gerne weniger wiegen.,0
3942, Ich habe eine gute Kommunikationsfähigkeit und ein starkes Interesse an Essen.,0
992," Ich habe mich daran gehalten, viel Wasser zu trinken, möglichst kein Fast Food zu essen und mich viel zu bewegen.",1
16428," Ich werde aufhören, mich zu verstecken und mich auszuziehen.",2
7285," ich will mein Gewicht verlieren, weil ich unglücklich bin und ich mich unwohl fühle.",0
9993, Ich habe zum Beispiel meine Ernährung umgestellt.,1
14642," Ich habe einfach keine Disziplin und es fällt mir schwer, mich zu motivieren.",0
15181," Wenn Du jemanden auf Deiner Liste vergisst, kannst Du ihn später noch hinzufügen.",0
11434," Ich möchte mehr Kontrolle über das haben, was ich esse und trinke.",0
21137, 3.,2
23491, Ich würde mir einen neuen Job suchen.,0
10930, Ich war enttäuscht und frustriert.,0
22883, Auf meine Ernährung achten und mich mehr bewegen.,0
18524, Ich würde gerne an meinem Essverhalten arbeiten.,0
2293," Ich finde es nicht schön, wenn ich aussehe wie ein (frau/mann).",0
24272," Ich habe auch versucht Sport zu treiben, aber das hat mir nicht so viel Spaß gemacht.",1
7417, Ich möchte ein schönes Leben führen.,0
22137, Ich möchte mehr Energie haben.,0
8369, Ich habe eine Menge Bücher über das Thema gefunden und sie gelesen.,1
19264," Ich habe mit einer Ernährungsumstellung angefangen, weil ich zu viel auf die Hüften bekommen habe.",1
21904, Ich will länger leben.,0
21661, Das war eine sehr gute Idee.,1
17537, Ich habe keine Zeit.,0
17197," Wie kannst du herausfinden, ob du Erfolg haben wirst, dich gesünder zu ernähren?",0
23620," Mein Problem ist, dass ich mir nicht vorstellen kann, wie es wäre, wenn ich zum Beispiel nur noch einmal am Tag essen würde.",0
14580," Ich habe mich dazu entschlossen, mein Gewicht zu reduzieren.",1
9494, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
11932," Ich werde mich dafür entscheiden, mein Leben zu verändern und mich darauf konzentrieren, mich gesünder zu ernähren.",2
2781," Stell Dir vor, du hast einen großen Berg vor dir.",0
19718, Ich möchte etwas essen.,0
5611, Ich werde meine Gewohnheiten durch eine bessere Ernährungs- und Bewegungsplanung verändern.,2
17410," Ich habe immer wieder damit angefangen, aber nur ein paar Tage durchgehalten.",0
21942," Ich möchte wieder mehr Sport treiben, mich gesünder ernähren und mich insgesamt wohler fühlen.",0
5998," Ich möchte nicht, dass Du etwas für mich tust.",0
10714, Ich war damals auch eher unerfahren und wusste nicht wie ich mich richtig ernähren sollte.,0
322," Ich habe gerade mit einem Ernährungsberater Kontakt aufgenommen, um meinen Körperfettanteil zu reduzieren.",0
13160," Ich habe vor einigen Jahren begonnen, mich zu bewegen, um meine Gesundheit zu verbessern.",0
9101, Ich werde meine Ernährung umstellen und mich auch bei sportlichen Aktivitäten mehr anstrengen.,2
3906, Ich habe einige Bücher über gesunde Ernährung gelesen.,1
2166," Ich bin frustriert, dass ich nicht abnehme.",0
18410, Ich möchte gerne weniger Süßes essen.,0
14079," Was hat Dir in den vergangenen Tagen geholfen, damit es mit dem Abnehmen klappt?",1
24663, Ich wünsche mir eine gesunde Ernährung.,0
580, Ich möchte mich mehr bewegen und auf meine Ernährung achten.,2
10216," Ich habe immer das Gefühl, dass ich zu viel esse.",0
760," Ich habe meinen BMI berechnet und bin zu dem Schluss gekommen, dass ich ein wenig abnehmen muss.",1
17333," Ich möchte wissen, wie man das ermitteln kann.",0
17396," Doch inzwischen ist es so, dass ich mich mehr und mehr von der Gesellschaft beeinflussen lasse und die Gewohnheiten zurück kehren.",0
19029, Ich möchte nicht mehr so viel essen und auch nicht mehr so viel fernsehen.,0
8337, Ich habe mich mehr bewegt.,1
19179," Ich werde meine Gedanken bewusst auf das richten, was ich gerne zu mir nehme.",2
11438, Ich muss meine eigenen Ziele klarer definieren und das Verlangen nach Essen auf ein Minimum reduzieren.,0
19503, Ich will mehr Gemüse essen.,0
4261, Ich habe meine Nahrungsaufnahme um ca 300 Kalorien reduziert.,1
17231, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
20898," Ich habe ein paar Ideen, wie ich es schaffen kann.",0
3711, Ich habe kaum etwas gemacht.,2
24532, Ich möchte einfach nur meine Gewohnheiten ändern.,0
6226, Ich habe einen Ernährungsplan erstellt.,1
3726," Ich habe versucht, mehr Sport zu machen und weniger zu essen.",2
1792, Ich will abnehmen.,0
2361, Ich bin zu dick.,0
12357, Ich möchte meine Essgewohnheiten ändern.,0
22286," Ich bin es leid, dass ich immer wieder die gleichen Probleme habe und es nicht schaffe, mein Wunschgewicht zu halten.",0
11633," Was muss passieren, damit du dein eigenes Essverhalten mit mehr Selbstbewusstsein ändern kannst?",0
967, Hallo!,1
13805," Ja, das wäre gut!",0
4911, Dann wäre ich nicht so gierig und würde nicht so viel essen.,0
25837, Ich werde mehr Bewegung in meinen Alltag einbauen und mich gesünder ernähren.,2
16533," Ich werde meine Diät- und Ernährungspläne für die Wochen, in denen ich abnehme, scharf kontrollieren.",2
7292," Ich möchte abnehmen, weil ich mehr Energie haben und mich besser fühlen will.",0
9727, Ich habe meine Ernährung umgestellt und mache mehr Sport.,1
15257, Hallo!,0
14379, Ich habe mein Ziel erreicht.,1
9723," Ich würde nicht sagen, dass ich viel verändert habe.",1
127, Zum Beispiel?,0
17100," Ich habe Angst, dass ich nicht durchhalte.",0
6963, Ich freue mich auf mein neues Ich.,0
13135," Die Freude, die ich empfinde, wenn ich Gewicht verliere, ist eine Mischung aus den folgenden:",0
25318," Ich habe eine Reihe von Risikofaktoren, die mich dazu veranlassen, meine Ernährung umzustellen.",0
19956," Ich habe gelernt, dass ich ein gesundes Gewicht habe und dass ich gut für mich sorge.",0
12275, Wenn ich das wüsste.,0
10019, Ich habe mich immer wieder zu Sport verpflichtet.,1
11782, Ich möchte gerne abnehmen.,0
24207," Was hast du bereits getan, um Systematik in die Verhaltensänderung zu bringen (zb Ernährungstagebuch, regelmäßiges Wiegen etc)?",1
4785, Ich möchte gesünder essen.,0
21095," Ich werde mehr Sport treiben, meine Ernährung ändern und mich gesünder ernähren.",2
